101.42;14.75;184.95;98.44,399.56
117.32;124.41;20.96;152.78,415.47
30.55;159.9;57.76;91.34,339.55
37.92;36.3;32.43;94.15,200.8
158.06;101;183.29;109.07,551.42
9.11;49.83;33.48;43.27,135.69
169.44;1.53;153.84;174.22,499.03
26.18;61.29;59.71;6.16,153.34
53.27;9.71;149.61;85.57,298.16
6.34;132.44;95.81;176.24,410.83
74.1;79.83;44.45;92.51,290.89
55.05;182.15;67.59;26.93,331.72
87.99;145.58;159.21;108.79,501.57
9.47;8.17;98.52;60.41,176.57
99.89;50.64;127.12;183.67,461.32
19.47;58.98;0.18;127.09,205.72
163.31;174.93;187.94;128.59,654.77
10.32;51.68;70.11;125.03,257.14
62.13;154.87;39.57;16.8,273.37
63.76;66.07;75.28;36.66,241.77
28.78;8.33;1.21;94.59,132.91
101.36;37.78;137.35;10.78,287.27
23.14;127.23;157.13;98.68,406.18
157.49;164.98;3.2;156.6,482.27
1.61;59.15;16.62;114.33,191.71
155.1;39.95;79.86;109.03,383.94
103.57;15.85;121.2;132.82,373.44
171.34;135.2;143.49;100.99,551.02
51.42;63.67;132.54;162.03,409.66
179.52;134.23;152.07;63.46,529.28
37.75;102.55;181.62;151.53,473.45
145.79;170.16;106.05;9.73,431.73
109.24;135.6;61.53;149.78,456.15
43.2;132.19;58.69;53.22,287.3
95.77;91.2;38.36;127.06,352.39
106.8;77.4;3.86;11.63,199.69
76.42;142.06;122.87;168.57,509.92
75.7;76.14;144.32;27.99,324.15
164.8;34.18;181.77;96.38,477.13
132.58;107.93;175.58;52.5,468.59
54.79;161.01;183.52;18.05,417.37
24.74;77.28;76.88;-12.01,166.89
78.44;41.42;9.43;24.91,154.2
2.31;-7.08;42.93;38.19,76.35
71.67;87.13;-5.7;82.6,235.7
75.53;18.35;11.13;-1.09,103.92
37.71;65.43;19.26;69.54,191.94
75.06;40.18;26.28;20.33,161.85
70.59;0.15;135.37;184.17,390.28
38.68;184.11;93.77;129.87,446.43
49.9;145.11;32.04;1.1,228.15
122.23;177.89;24.68;122.76,447.56
182.02;179.89;75.79;119.31,557.01
156.54;181.91;165.66;135.52,639.63
8.84;110.94;20.99;168.66,309.43
1.75;130.67;104.42;35.33,272.17
65.68;79.9;-9.33;36.24,172.49
22.56;73.52;16.84;-16.74,96.18
80.39;49.95;42.54;38.32,211.2
58.77;87.19;-14.63;22.45,153.78
22.7;4.09;1.33;4.98,33.1
0.26;35.04;43.7;28.26,107.26
65.95;26.56;32.17;23.08,147.76
5.8;2.11;66.79;26.27,100.97
39.02;52.24;33.65;66.86,191.77
72.54;8.44;4.62;16.58,102.18
11.77;9.44;60.77;86.03,168.01
6.68;3.83;84.52;16.69,111.72
20.43;-11.26;99.48;-2.49,106.16
36.33;28.72;74.97;14.39,154.41
55.36;59.28;19.28;16.19,150.11
72.09;46.3;28.38;16.8,163.57
72.09;54.68;80.93;54.57,262.27
72.09;26.66;83.01;14.37,196.13
1.39;7.28;82.1;4.14,94.91
0.73;-0.18;22.88;-0.8,22.63
7.36;5.93;44.2;-0.49,57
3.36;5.46;-7.08;0.75,2.49
4.99;2.75;71.4;6.21,85.35
4.46;4.22;1.09;2.4,12.17
3.41;-3.73;18.07;1.77,19.52
72.09;37.27;77.61;18.21,205.18
3.06;3.09;7.72;6.24,20.11
5.7;6.03;63.92;1.98,77.63
3.09;3.54;81.2;1.66,89.49
5.73;6.71;43.53;5.19,61.16
7.68;0.81;4.17;3.11,15.77
4.44;-0.26;17.43;3.34,24.95
6.59;1.42;31.55;6.11,45.67
1.38;1.46;56.51;2.57,61.92
3.51;4.86;36.68;1.25,46.3
7.43;43.4;4.24;1.56,56.63
6.07;1.59;1.19;3.12,11.97
8.27;53.28;21.64;29.9,113.09
4.73;6.86;7.02;5.18,23.79
5.05;3.68;3.12;7.47,19.32
5.83;-2.54;2.26;5.48,11.03
27.77;61;34.74;41.12,164.63
3.54;1.14;0.43;1.96,7.07
5.16;7.77;5.81;3.55,22.29
3.59;3.32;0.64;1.42,8.97
53.57;3.98;2.2;3.63,63.38
5.4;7.31;-0.1;4.78,17.39
3.02;3.13;1.29;1.73,9.17
4.49;-0.18;7.98;-3.96,8.33
2.15;4.57;6.57;2.86,16.15
4.1;-0.8;0.09;2.65,6.04
5;3.54;5.44;6.64,20.62
4;3.92;7.37;-0.5,14.79
6.81;5.91;0.93;0.24,13.89
3.15;0.58;6.19;6.8,16.72
3.56;-5.92;5.11;6.8,9.55
0.13;7.09;2.74;-0.34,9.62
7.31;7.68;3.74;0.44,19.17
0.29;-1.03;5.98;4.17,9.41
7.81;5.92;3.86;-0.9,16.69
6.03;2.84;7.09;0.25,16.21
3.31;2.79;2.95;3.23,12.28
0.02;-0.87;6.02;-0.76,4.41
1.76;2.45;6.86;1.49,12.56
3.48;7.01;3.69;3.36,17.54
0.54;3.85;5.67;0.59,10.65
7.98;-0.44;4.39;-0.32,11.61
2.03;6.03;3.39;4.74,16.19
4.62;1.64;5.59;2.08,13.93
7.65;3.19;5.31;6.37,22.52
6.31;2.38;1.29;-0.91,9.07
1.95;-0.49;5.98;3.18,10.62
3.13;4.5;3.26;7.73,18.62
1.34;7.4;4.56;-0.43,12.87
0.75;-0.42;0.75;0.37,1.45
6.2;6.96;1.2;4.56,18.92
4.83;5.09;2.15;-0.12,11.95
0.37;-0.74;6.21;1.61,7.45
4.13;0.01;1.37;4.33,9.84
7.48;6.72;2.79;2.98,19.97
7.59;2.59;-0.74;3.4,12.84
2.12;7.5;2.24;6.53,18.39
1.1;0.18;1.48;6.28,9.04
1.51;5.45;-0.35;4.23,10.84
2.44;4.45;3.6;1.7,12.19
6.64;5.98;0.25;1.46,14.33
5.93;4.83;7.22;6.6,24.58
6.51;7.23;-0.66;0.71,13.79
3.38;4.34;7.36;1.37,16.45
-1.09;5.8;1.19;0.71,6.61
4.63;3.95;-0.33;6.48,14.73
4.88;2.12;2.12;2.28,11.4
6.67;4.74;0.23;1.28,12.92
-0.5;1.95;-0.52;1.38,2.31
6.34;2.12;0.23;0.31,9
3.04;4.93;2.1;5.06,15.13
7.24;3.34;-8.46;6.2,8.32
-0.34;4.85;7.01;2.76,14.28
0.66;4.28;0.44;3.02,8.4
4.38;4.38;1.28;0.39,10.43
6;-0.73;0.22;1.81,7.3
6.08;6.6;1.8;1.44,15.92
4.53;6.2;7.46;2.6,20.79
5.85;3.05;5.46;2.59,16.95
7.44;-0.1;6.87;1.44,15.65
2.17;2.7;7.95;0.11,12.93
5.81;6.04;5.51;7.05,24.41
1.43;-9.45;7.38;1.36,0.72
5.41;7.98;0.19;4.88,18.46
-1.67;7.44;7.03;1.54,14.34
1.94;2.33;-0.9;0.37,3.74
7.62;6.17;2.86;1.08,17.73
0.59;4.46;5.1;7.32,17.47
-0.87;0.56;-0.76;5.84,4.77
4.55;1.43;0.09;0.14,6.21
0.73;2.15;7.35;7.97,18.2
6.45;2.75;7.35;4.15,20.7
-0.44;3.75;7.35;0.83,11.49
6.51;0.69;3.86;4.73,15.79
2.33;3.77;6.7;5.85,18.65
49.8;2.93;-7.08;15.09,60.74
5.31;-0.49;7.98;7.26,20.06
51.54;18.96;-7.08;49.84,113.26
41.49;79.76;-7.08;59.48,173.65
4.27;-0.42;1.11;4.72,9.68
5.67;3.32;0.69;5.84,15.52
7.32;13.46;-7.08;49.91,63.61
7.57;-0.74;5.15;2.62,14.6
0.52;0.4;2.98;1.71,5.61
3.37;3.17;5.19;0.56,12.29
14.22;51.45;36.79;41.8,144.26
6.79;4.6;4.07;4.32,19.78
86.85;58.42;86.68;56.71,288.66
26.09;19.89;58.07;5.41,109.46
5.28;4.69;2.41;5.04,17.42
5.76;7.9;0.32;5.75,19.73
55.33;27.34;70.37;49.64,202.68
1.06;7.97;-0.66;1.79,10.16
71.73;60.21;34.55;11.45,177.94
75.07;30.89;52.16;44.87,202.99
2.19;7.7;1.98;5.06,16.93
3.87;1.64;4.28;1.82,11.61
-0.02;2.88;3.2;-0.18,5.88
59.44;69.53;78.53;32.02,239.52
2.13;5.15;6.54;-0.8,13.02
80.72;21.8;78.77;49.81,231.1
27.34;12.18;7.52;21.17,68.21
7.27;7.85;2.61;2.94,20.67
7.89;7.05;4.71;4.32,23.97
77.68;81.88;85.87;87.01,332.44
1.73;3.9;7.23;0.46,13.32
4.21;3.38;1.31;0.34,9.24
3.25;-1.88;7.68;6.7,15.75
50.68;33.82;73.64;24.67,182.81
3.96;7.28;6.85;6.73,24.82
83.33;15.36;41.79;63.24,203.72
40.9;67.53;64.25;17.16,189.84
4.96;1.6;4.72;0.95,12.23
5.66;6.93;4.77;3.39,20.75
26.03;7.97;63.62;42.25,139.87
7.97;-0.34;2.27;3.31,13.21
1.12;3.24;3.85;3.3,11.51
8.5;53.54;8.79;55.63,126.46
0.03;5.74;6.75;2.44,14.96
70.6;14.71;41.1;37.73,164.14
39.62;38.5;58.27;69.93,206.32
3.49;-0.1;1.62;2.46,7.47
4.5;4.49;5.85;4.74,19.58
74.45;78.38;81.5;28.55,262.88
87.91;79.83;-7.08;0.17,160.83
27.74;85.93;42.54;-5.7,150.51
-12.01;79.1;27.76;86.64,181.49
13.31;23.8;53.9;-8.48,82.53
37;29.56;15.79;73.49,155.84
28.69;-6.77;0.51;22.71,45.14
64.4;77.67;53.41;23.17,218.65
-4.18;42.06;86.18;21.71,145.77
84.1;24.34;84.09;0.35,192.88
64.99;87.01;51.18;78.92,282.1
50.87;4.22;35.48;77.15,167.72
73.1;0.58;25.75;-9.33,90.1
-1.09;1.19;61.87;9.88,71.85
5.02;38.3;65.05;77.79,186.16
20.76;41.73;-5.06;36.88,94.31
9.3;86.11;72.47;84.55,252.43
58.03;38.12;64.51;11.79,172.45
0.35;51.49;40.12;26.87,118.83
26.98;-8.16;4.98;47.12,70.92
30.48;24.66;30.44;12.73,98.31
84.13;87.25;69.58;83.16,324.12
8.36;-14.63;38.39;37.22,69.34
19.92;24.31;84.35;16.62,145.2
-11.9;87.64;30.44;61.55,167.73
73.88;4.47;1.16;38.44,117.95
44.13;71.29;46.89;41.83,204.14
63.75;1.32;24.21;38.5,127.78
10.67;51.78;10.19;58.3,130.94
68.74;58.4;28.63;59.13,214.9
30.45;66.08;34.34;48.28,179.15
43.22;56.74;69.81;72.58,242.35
74.72;17.06;47.51;68.53,207.82
22.5;57.59;-54.21;69.5,95.38
56.4;46.13;79.32;37.73,219.58
61.93;46.15;26.42;21.12,155.62
62.4;76.94;75.64;79.88,294.86
76.02;30.89;-4.51;32.34,134.74
14.88;17.14;55.45;17.35,104.82
80.62;31.63;78.26;34,224.51
72.33;56.17;39.56;45.69,213.75
56.49;31.59;12.48;22.87,123.43
35.87;8.2;63.66;80.44,188.17
63.7;72.99;55.02;55.64,247.35
22.25;52.73;64.91;35.8,175.69
86.39;14.12;87.75;42.7,230.96
77.55;48.99;43.73;18.21,188.48
41.46;17.67;46.17;36.49,141.79
76.28;140.57;160.46;84.32,461.63
1.4;25.99;138.3;106.37,272.06
176.83;150.9;79.77;14.36,421.86
137.57;136.86;134.45;32.81,441.69
1.66;129.99;58.28;111.76,301.69
59.98;2.26;64.38;124.18,250.8
62.05;74.97;167.59;75.46,380.07
42.87;147.94;181.43;30.23,402.47
163.25;49.8;45.46;96.66,355.17
120.59;19.03;144.89;164.61,449.12
11.83;88.8;3.15;92.78,196.56
39.18;18.41;2.88;187.94,248.41
31.13;26.92;47.78;13.67,119.5
41.72;151.51;115.67;110.48,419.38
54.75;4.09;176.56;45.74,281.14
93.1;140.08;45.64;56.82,335.64
67.48;4.84;152.97;80.62,305.91
137.91;68.7;32.67;99.32,338.6
38.16;45.12;95.9;101.02,280.2
186.7;79.79;170.34;60.4,497.23
69.94;106.23;139.64;141,456.81
17.72;64.68;63.19;119.38,264.97
6.07;125.38;181.38;95.24,408.07
28.24;169.1;93.77;179.77,470.88
114.86;182.27;144.4;39.1,480.63
62.88;21.31;70.95;13.44,168.58
9.36;23.96;163.3;98.89,295.51
184.03;84.11;110.55;77.82,456.51
97.57;6.95;45.53;99.46,249.51
91.43;148.45;164.43;180.2,584.51
87.75;151.9;124.2;56.23,420.08
148.24;168.67;74.31;138.21,529.43
134.91;181;153.78;129.1,598.79
49.5;154.14;162.4;66.51,432.55
94.37;46.22;133.32;14.01,287.92
129.84;4.52;131.73;67.42,333.51
23.49;0.44;111.09;169.87,304.89
120.33;68.2;4.73;48.61,241.87
154.83;31.61;63.82;172.08,422.34
106.29;118.51;31.76;94.47,351.03
100.56;89.23;114.33;169.25,473.37
30.99;168.13;123.66;27.42,350.2
100.88;88.51;11.65;174.4,375.44
154.03;74.03;178.26;111.48,517.8
173.22;96.57;22.08;11.3,303.17
57.13;111.53;112.24;133.93,414.83
172.04;4.97;142.52;108.76,428.29
66.27;137.66;54.5;65.74,324.17
181.73;68.46;50.5;100.02,400.71
67.34;23.9;63.21;151.01,305.46
18.34;11.23;97.54;30.87,157.98
157.03;126.62;81.88;67.17,432.7
126.32;36.74;7.85;60.75,231.66
4.75;7.24;0.47;2.05,14.51
4.86;0.34;6.68;6.1,17.98
7.43;0.43;7.73;-0.91,14.68
0.43;-0.49;5.06;1.2,6.2
6.61;7.26;6.44;6.79,27.1
4.81;5.51;1.69;-0.43,11.58
6.65;-0.42;4.23;0.36,10.82
6.88;6.55;1.11;6.88,21.42
5.45;0.21;0.64;-0.12,6.18
7.71;-0.74;7.12;2.32,16.41
1.93;7.08;4.54;6.84,20.39
7.66;0.88;2.98;4.03,15.55
4.03;1.25;7.53;1.96,14.77
5.88;5.44;-0.74;6.49,17.07
2.26;0.63;5.72;7.65,16.26
2.26;3.14;4.4;3.31,13.11
4.47;5.25;-0.35;7.02,16.39
6.81;6.55;6.95;2.33,22.64
6.26;0.36;3.96;0.74,11.32
6.91;0.78;3.12;5.79,16.6
3.42;7.79;-0.66;6.05,16.6
4.98;3.41;2.27;2.21,12.87
3.36;5.48;-0.18;7.02,15.68
1.73;0.23;7.48;5.68,15.12
2.51;3.09;-0.8;0.89,5.69
4.25;3.93;7.17;5.06,20.41
5.82;2.01;2.37;3.43,13.63
1.09;4.51;4.88;6.37,16.85
3.32;0.55;3.02;0.54,7.43
1.2;1.5;-5.92;6.3,3.08
1.73;3.21;3.65;7.71,16.3
1.78;-0.33;5.24;6.99,13.68
3.38;3.92;1.79;5.62,14.71
3.23;2.47;6.49;1.03,13.22
4.08;-0.52;4.69;2.32,10.57
1.02;7.57;6.17;5.02,19.78
3.45;7.29;4.01;4.62,19.37
4.89;-8.46;2.17;3.33,1.93
3.24;0;2.91;1.85,8
-0.73;6.76;7.02;2.12,15.17
2.02;0.42;1.83;1.51,5.78
4.07;-0.33;1.73;7.2,12.67
6.76;1.8;6.2;6.2,20.96
1.71;3.24;0.84;3.74,9.53
1.07;-0.52;6.52;3,10.07
4.82;4.56;2.43;6.25,18.06
4.67;2.46;5.29;0.56,12.98
4.18;-8.46;3.99;5.05,4.76
3.42;1.93;6.02;1.97,13.34
